name,brand,description,price,image_url,product_page_url
Martello demolitore TE 500 SDS-Max,Hilti,Martello demolitore robusto SDS Max (TE-Y) per una scalpellatura leggera nel calcestruzzo e muratura,N/A,https://productdata.hilti.com/APQ_HC_f600/L123095.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DEMOLITION_HAMMER_BREAKER_SUB_7125/r7770034
Martello demolitore TE 700-AVR SDS-Max,Hilti,"Potente martello demolitore SDS Max (TE-Y) per una scalpellatura pesante nel calcestruzzo e muratura, con Sistema di Riduzione delle Vibrazioni (AVR, Active Vibration Reduction)",N/A,https://productdata.hilti.com/APQ_HC_f600/48739.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DEMOLITION_HAMMER_BREAKER_SUB_7125/r5005
TE 800-AVR,Hilti,"Robusto demolitore / martello demolitore con lunga durata di vita - ad alte prestazioni, basse vibrazioni - per lavorare a parete e solaio",N/A,https://productdata.hilti.com/APQ_HC_f600/L073240.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DEMOLITION_HAMMER_BREAKER_SUB_7125/r3140904
Demolitore per calcestruzzo TE 1000-AVR,Hilti,Demolitore versatile per demolizione o scalpellatura di pavimenti e applicazioni occasionali su pareti (con cavo di alimentazione universale),N/A,https://productdata.hilti.com/APQ_HC_f600/L115602.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DEMOLITION_HAMMER_BREAKER_SUB_7125/r9672135
Martello pneumatico cordless TE 2000-22,Hilti,Martello pneumatico a batteria potente e leggero per la frantumazione del calcestruzzo e altri lavori di demolizione (piattaforma batteria Nuron),N/A,https://productdata.hilti.com/APQ_HC_f600/L127979.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DEMOLITION_HAMMER_BREAKER_SUB_7125/r13250322
TE 2000-AVR,Hilti,Demolitore TE-S potente ed estremamente leggero per calcestruzzo e demolizioni,N/A,https://productdata.hilti.com/APQ_HC_f600/L097372.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DEMOLITION_HAMMER_BREAKER_SUB_7125/r6025050
Martello pneumatico elettrico TE 3000-AVR per uso intensivo,Hilti,"Demolitore eccezionalmente potente per demolizioni pesanti nel calcestruzzo, il taglio di asfalto, la messa a terra e la posa di barre a terra",N/A,https://productdata.hilti.com/APQ_HC_f600/L125747.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DEMOLITION_HAMMER_BREAKER_SUB_7125/r11668382
Trapano avvitatore a batteria SF 4-22,Hilti,Trapano avvitatore a batteria compatto con regolazione attiva della coppia per applicazioni quotidiane di perforazione e avvitamento soprattutto in luoghi difficili da raggiungere (piattaforma della batteria Nuron),N/A,https://productdata.hilti.com/APQ_HC_f600/L125835.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DRILL_DRIVERS_SCREW_DRIVERS__7125/r13275669
Trapano a percussione a batteria SF 4H-22,Hilti,Trapano a percussione compatto con regolazione attiva della coppia (ATC) per applicazioni quotidiane di perforazione e avvitamento soprattutto in luoghi difficili da raggiungere (piattaforma della batteria Nuron),N/A,https://productdata.hilti.com/APQ_HC_f600/L125841.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DRILL_DRIVERS_SCREW_DRIVERS__7125/r13275677
Trapano avvitatore a batteria SF 6-22,Hilti,Trapano avvitatore di classe superiore con regolazione attiva della coppia ed ergonomia avanzata per la foratura e l'avvitamento universali su legno e metallo (piattaforma a batteria Nuron),N/A,https://productdata.hilti.com/APQ_HC_f600/L125802.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_DRILL_DRIVERS_SCREW_DRIVERS__7125/r13275507
